Gia_Thuc_Te,Du_Doan_Lasso,Du_Doan_Poly_Ridge,Chenh_Lech_Lasso
221100.0,241585.66793532355,244049.4681168766,20485.667935323552
103700.0,70341.9420906444,95805.21844424008,-33358.0579093556
260500.0,280441.03706014116,282855.0358902054,19941.037060141156
191700.0,223994.9067196143,218423.0677616731,32294.906719614286
173400.0,191141.9293168515,162914.79119939313,17741.929316851514
113400.0,82891.66796822898,102352.7454517632,-30508.332031771017
325700.0,285936.11994818656,357742.94415425556,-39763.88005181344
167900.0,178505.395608062,192044.97592335194,10605.395608062012
222900.0,272264.8531185047,299531.1715689263,49364.85311850469
88100.0,128672.17432060241,98491.77782108015,40572.17432060241
206300.0,220526.73572629734,222391.1940766162,14226.735726297338
414700.0,435439.8547868914,455268.24804759515,20739.854786891374
303900.0,258946.24125477363,267859.34540153574,-44953.75874522637
358700.0,289356.1526811073,294848.34688033676,-69343.84731889272
190600.0,184366.6671763395,158064.70637152292,-6233.332823660487
184000.0,210923.14061969332,202456.91628999906,26923.140619693324
106300.0,150842.92530923418,118712.32917427347,44542.92530923418
251900.0,250773.03071725596,246342.03504073175,-1126.969282744045
197000.0,223942.34662753504,206059.00167543167,26942.346627535037
158300.0,184479.2742304137,158654.81062227135,26179.274230413692
68400.0,80885.48033716348,81489.30200987645,12485.480337163477
280900.0,293858.54202203057,301294.0215749321,12958.542022030568
223800.0,224656.04782940302,242285.73080163618,856.0478294030181
122500.0,134257.30448311605,97494.8244401453,11757.304483116051
355300.0,329236.182409954,359296.3856100687,-26063.817590045976
137500.0,195107.80113136442,151753.87808759479,57607.801131364424
144800.0,188011.7279078741,152306.53414305954,43211.7279078741
215300.0,185204.64482402054,216066.94680631298,-30095.355175979465
208300.0,135867.42903967452,136816.32426472942,-72432.57096032548
183300.0,210101.01339452574,201663.54857704058,26801.01339452574
495400.0,451110.18354598095,498630.5977726477,-44289.81645401905
221700.0,252528.63623220212,242930.4694978352,30828.636232202116
143000.0,148234.40733869004,151145.22107831095,5234.407338690042
271400.0,284600.40363619267,285375.95404083846,13200.40363619267
63000.0,59808.45321908136,86950.62824886286,-3191.5467809186375
274600.0,238838.9814499747,243581.9899859862,-35761.0185500253
115600.0,117236.31014008372,121043.50391175144,1636.3101400837186
153400.0,132209.16049787635,136279.53956734587,-21190.83950212365
145200.0,107181.67572483806,140628.97347299545,-38018.32427516194
341200.0,263335.217443021,276443.6956597237,-77864.78255697899
82100.0,120643.61102238201,89222.0345290713,38543.611022382014
92300.0,161920.20239230635,115821.4035216707,69620.20239230635
253800.0,266402.71477467223,244386.8342912582,12602.714774672233
253900.0,190178.60383735082,157299.84516271704,-63721.39616264918
227900.0,270100.91788842325,260983.79842366214,42200.91788842325
59900.0,57566.780030648515,54280.73959955976,-2333.219969351485
165500.0,206820.35602619656,208611.06830707972,41320.35602619656
67500.0,129059.66781802231,94167.73480706304,61559.66781802231
218800.0,233398.25398721773,222865.45479227864,14598.25398721773
402900.0,298553.01283602987,337603.3490256292,-104346.98716397013
247900.0,231113.72969040705,251672.88731936994,-16786.270309592946
47700.0,37812.49832430389,59729.51108822756,-9887.501675696112
273600.0,251383.97281060537,247339.5593749794,-22216.027189394634
166400.0,222618.42059531095,203757.006021138,56218.42059531095
151400.0,147017.22397685956,117238.20542762469,-4382.776023140439
77100.0,117270.84940009557,97551.52165487998,40170.84940009557
245400.0,259262.7486268942,259255.13883949385,13862.748626894201
55000.0,76238.05710889056,79682.30860789544,21238.057108890556
142600.0,107485.65000117368,126206.36316012968,-35114.34999882632
225900.0,231917.00381882064,225186.901405607,6017.003818820638
370100.0,307048.7654782155,316426.6736417849,-63051.23452178453
73800.0,108269.846467187,91476.96092728898,34469.846467187
153000.0,184681.10753010982,140736.897203565,31681.107530109817
62700.0,15738.40054853668,98584.95466528973,-46961.59945146332
107900.0,181673.88626337823,145182.29470180988,73773.88626337823
352400.0,325671.5796583798,331773.69397191016,-26728.42034162022
73600.0,125422.79331550989,78930.19019530958,51822.79331550989
327300.0,311366.589281192,328851.3601753459,-15933.410718808009
84200.0,157856.928920055,131260.96762428986,73656.92892005501
219900.0,216101.8937250566,241286.4717242941,-3798.1062749433913
342200.0,252802.00698089524,263994.35911615903,-89397.99301910476
59100.0,88180.69869516972,74024.52831716892,29080.698695169718
289000.0,232009.3084892657,235568.21908531873,-56990.691510734294
199200.0,216152.602786129,218815.52609095266,16952.60278612899
200900.0,229698.9199466151,221869.59494365705,28798.91994661509
52500.0,102896.82473082846,71301.86864566326,50396.82473082846
345000.0,313506.13156651106,343296.41090700065,-31493.86843348894
67500.0,79411.46917168038,111735.83839891246,11911.469171680379
157800.0,261690.73586811015,266902.8535214096,103890.73586811015
286600.0,338726.3169737413,353896.77963637107,52126.31697374128
260100.0,209159.78039638494,210751.03448516392,-50940.219603615056
157900.0,229506.9677379532,220974.67245026003,71606.96773795321
151900.0,215750.6803352555,196684.60474964077,63850.680335255514
233000.0,188246.79325456228,211954.8155428042,-44753.206745437725
265800.0,291589.7037987736,282795.4724879692,25789.703798773582
435800.0,387743.50237026386,435387.1615504916,-48056.49762973614
269700.0,199092.42670282768,199317.26086034212,-70607.57329717232
101200.0,131039.31381055046,108319.6795580211,29839.313810550462
115000.0,178209.38146762774,152500.91019601468,63209.38146762774
92600.0,111982.74368622903,118718.8733125655,19382.743686229034
129200.0,139061.95203178294,140298.90227205274,9861.952031782945
133300.0,144228.66349937464,116487.19610067667,10928.663499374641
101700.0,81905.86171896296,89644.17110754082,-19794.13828103704
222400.0,187149.11284172052,188733.27568233554,-35250.88715827948
221800.0,232830.90264544473,250826.33152025624,11030.90264544473
359900.0,287809.59038582304,293411.87756829394,-72090.40961417696
156300.0,189503.8246846212,183234.71445758236,33203.82468462121
194600.0,244010.32435793098,234859.25263539428,49410.32435793098
179800.0,203370.15265234403,211024.5336022641,23570.152652344026
98700.0,140850.32610629755,122134.21855848418,42150.32610629755
100800.0,125484.12852809326,115223.5959373966,24684.128528093264
148600.0,227057.5678980013,200537.52139647357,78457.56789800129
337000.0,280867.42873631016,317474.6040352733,-56132.57126368984
314300.0,227847.19905395855,225289.62947638857,-86452.80094604145
103100.0,116339.0057834955,123995.31497084921,13239.005783495493
72500.0,65098.851151198745,58289.42772096381,-7401.148848801255
63200.0,43249.59373784199,30367.396834025334,-19950.40626215801
214200.0,230010.29395412962,221566.55923619616,15810.293954129622
80000.0,-31280.88761277587,82743.42483887756,-111280.88761277587
312500.0,160182.47100708942,140456.13282105923,-152317.52899291058
84600.0,165021.37893288568,126234.06513478428,80421.37893288568
240400.0,285822.8689566308,261782.93846210983,45422.86895663082
80800.0,83175.76536018564,75789.68350401611,2375.7653601856437
267000.0,324719.9117011437,297777.1597638707,57719.91170114372
190500.0,198201.3235085452,185339.42534737592,7701.323508545203
134300.0,86636.34115062865,103616.56928594128,-47663.65884937135
176300.0,148249.92597470392,143882.89373556882,-28050.074025296082
123100.0,152657.5765479474,152847.37740578494,29557.576547947392
111300.0,73119.06250050127,73457.6132445514,-38180.93749949873
233300.0,238826.45343998977,140611.32866052928,5526.4534399897675
217100.0,237363.6595066024,258883.81413065843,20263.659506602387
243300.0,269203.47409470123,271497.86509393447,25903.474094701232
366700.0,348086.6161419965,361527.02892937843,-18613.38385800348
243000.0,183963.62069922127,207896.42850833287,-59036.37930077873
90600.0,125221.23781246798,100295.33718068394,34621.23781246798
55800.0,11793.993837361486,78816.99871738617,-44006.006162638514
166000.0,182518.37014541437,201789.1229391397,16518.370145414374
202300.0,188253.02347292146,199605.58481764252,-14046.976527078543
83600.0,99420.8900768369,88024.87424282363,15820.890076836906
180500.0,170890.25998957737,154262.17102116838,-9609.740010422625
195800.0,183157.38441489992,186463.7720395576,-12642.61558510008
84600.0,89322.70652559647,104038.30188387498,4722.70652559647
131900.0,187554.56616727513,147442.9495474461,55654.56616727513
289000.0,298693.6768396699,296106.59451848455,9693.676839669875
245800.0,210551.3678270273,187302.8898993382,-35248.63217297269
295300.0,258538.22832938615,262810.95951655647,-36761.771670613845
171100.0,162965.66995223425,155838.42245994904,-8134.330047765747
146600.0,139901.3263523465,152141.67651973924,-6698.673647653486
95200.0,155010.581417189,121996.41961021136,59810.58141718901
311400.0,276157.51741358574,250987.0409849548,-35242.48258641426
184100.0,220556.84533546132,211040.77664358835,36456.845335461316
341700.0,223571.89577541503,226358.26560360251,-118128.10422458497
250000.0,248714.28712976776,280906.64487409603,-1285.712870232237
169000.0,218350.1827668066,224607.3915293422,49350.182766806596
215800.0,215029.63248597633,184205.08670680653,-770.3675140236737
219000.0,179504.2591325655,175149.05165739325,-39495.740867434506
45500.0,16094.313171031099,37157.653485080955,-29405.6868289689
464600.0,316503.40773596626,278507.34673654346,-148096.59226403374
37900.0,175803.72280964788,165051.18282454618,137903.72280964788
163700.0,190270.65573572874,183426.73567515032,26570.65573572874
181800.0,205624.7984230984,198698.70806124454,23824.7984230984
206000.0,212157.28651203174,199387.31443632982,6157.286512031744
110900.0,119027.2266205218,123646.68181873714,8127.226620521804
209900.0,313944.31253827247,309357.0770338044,104044.31253827247
105900.0,149444.4748860199,127321.53390088447,43544.47488601989
73300.0,136122.8296680206,138448.62544579036,62822.8296680206
277300.0,229578.1884169568,241006.5726694382,-47721.81158304319
225800.0,289564.58345694945,290037.2233900082,63764.58345694945
187500.0,244104.29877903772,205425.4157757611,56604.29877903772
137500.0,156899.46097784978,140292.58282204808,19399.460977849783
90600.0,129174.54008286659,96438.78186162261,38574.54008286659
104900.0,109431.26778894004,100307.1858446146,4531.267788940037
112500.0,118968.95632912197,120569.63344383705,6468.956329121967
170300.0,239025.02879097266,223251.80647731526,68725.02879097266
292200.0,244338.61496452984,247661.53422112975,-47861.38503547016
123400.0,121340.40242382804,99537.87468952811,-2059.59757617196
113000.0,130142.45655590984,91741.5987787871,17142.45655590984
150200.0,137834.07900236908,139478.34987823004,-12365.920997630921
175000.0,198260.6791424213,162914.23003156026,23260.679142421286
348200.0,294418.52144264494,299793.04695610504,-53781.47855735506
69600.0,82861.57071026204,65921.55538323877,13261.570710262036
375000.0,234436.49153652124,257265.67608557618,-140563.50846347876
446200.0,356106.13747999724,366671.4460745286,-90093.86252000276
187500.0,223950.91430871226,216418.44713385505,36450.914308712265
97200.0,171465.86927638273,139827.717991834,74265.86927638273
294100.0,322126.19174514,319931.3682128483,28026.191745140008
327500.0,316812.91132067074,314536.38741116144,-10687.08867932926
205100.0,200996.03517688942,193866.70993711852,-4103.964823110582
176300.0,236943.0883465609,240634.62597629408,60643.08834656089
295200.0,275675.3255142589,259479.07131121051,-19524.674485741125
248400.0,263663.2749864468,275764.836005962,15263.274986446777
133000.0,141508.74108763196,128642.2420743925,8508.741087631963
110400.0,202984.46053629968,145780.83133230923,92584.46053629968
138000.0,192821.33579724483,179990.10018243061,54821.33579724483
53400.0,67026.11234806404,63839.208150962644,13626.112348064038
380400.0,231367.46301331362,246456.4145667832,-149032.53698668638
321300.0,247724.61444491404,255377.38628508325,-73575.38555508596
123200.0,162901.61886112776,167247.986196605,39701.61886112776
175000.0,200558.08367097087,203374.16161100616,25558.083670970867
108600.0,85142.14549866886,91141.8731751494,-23457.854501331138
352600.0,292641.6993870694,357025.1571923585,-59958.300612930616
73500.0,155221.91039370693,106344.0546828135,81721.91039370693
228400.0,265458.6827647512,266748.0385604823,37058.6827647512
70800.0,86513.67571165576,90598.93237239742,15713.675711655756
458500.0,332863.42439651606,343804.8998139041,-125636.57560348394
315900.0,272985.3596713842,261677.82297910936,-42914.64032861579
228500.0,209237.91010427778,231827.39132232047,-19262.089895722223
289900.0,297437.42794941243,331696.08391919406,7537.427949412435
30000.0,80865.27222382941,60881.37587959124,50865.27222382941
237100.0,181361.68031940964,191517.47588796145,-55738.31968059036
84200.0,103063.36157534948,72502.61876578021,18863.36157534948
157600.0,182699.5757166804,162841.23914538315,25099.57571668041
115300.0,131092.80968624714,123568.53888544277,15792.809686247143
443800.0,357876.5294899034,341052.01015957864,-85923.47051009658
382200.0,281151.92231694295,302861.4332297576,-101048.07768305705
214300.0,293357.6843620316,293366.38945500174,79057.68436203158
204400.0,228093.54793002125,279104.05626871285,23693.547930021246
316700.0,215945.02918676456,256148.0713794442,-100754.97081323544
60500.0,85978.48532620794,75528.87247337523,25478.48532620794
433300.0,292409.462302115,332257.36934129056,-140890.537697885
425000.0,277067.3594258559,386126.48623282847,-147932.64057414408
69900.0,121330.29479697542,104198.10961564817,51430.29479697542
204200.0,191591.70331680018,186086.01178432748,-12608.29668319982
225000.0,54820.84713334168,66757.61096048445,-170179.15286665832
94300.0,132968.93961809648,87202.98051809196,38668.93961809648
157300.0,161239.3912467361,157969.73872772264,3939.391246736108
97400.0,161193.58582202453,144526.83245076812,63793.58582202453
199200.0,206304.26823641613,222561.3330059698,7104.26823641613
156000.0,199188.68985399694,166232.2355945983,43188.68985399694
128000.0,147479.4807825405,141860.4574986885,19479.480782540486
198100.0,265038.76896846446,283068.9132609829,66938.76896846446
371400.0,282381.87118012423,304184.92306337244,-89018.12881987577
184400.0,129028.60892458462,120192.45955212848,-55371.39107541538
108100.0,123281.73500955009,99297.4713751594,15181.735009550088
182100.0,184903.7983419178,183610.4484006039,2803.7983419178054
99300.0,138745.1887690778,129953.01735073805,39445.188769077795
413000.0,359841.53017204045,414474.1596435413,-53158.46982795955
118800.0,208115.81717913752,203930.17008162543,89315.81717913752
231200.0,260646.20564000946,248867.2447282805,29446.20564000946
63400.0,37408.540388189955,55262.8141850596,-25991.459611810045
183900.0,222607.03734738304,224433.61729908083,38707.03734738304
63900.0,93934.94232189708,77858.44604846502,30034.942321897077
110700.0,68048.76850918005,78991.34983034333,-42651.23149081995
100000.0,115536.60480818801,122705.11132133908,15536.604808188014
369200.0,336499.41062470886,375669.8045528848,-32700.589375291136
331800.0,369888.19690559554,413449.44270102144,38088.19690559554
187500.0,170599.125387099,168260.48702948214,-16900.87461290101
164800.0,158235.93282961898,158485.4350520537,-6564.067170381022
203300.0,232461.20082834928,221887.53032934788,29161.200828349276
146200.0,180940.43078438443,146020.39418482565,34740.43078438443
192800.0,175418.7497782889,173169.61765772113,-17381.25022171109
48300.0,31387.907652395777,32055.52366247952,-16912.092347604223
213000.0,221137.97177558453,213257.00483858387,8137.971775584534
49800.0,63320.63828350823,47070.691491611564,13520.638283508233
84200.0,108809.56079313761,95734.06744866035,24609.560793137614
162500.0,135379.85330337664,105508.0339294858,-27120.146696623357
229400.0,222359.96419973037,211534.29821725903,-7040.03580026963
76200.0,98009.9791173402,59940.05927737917,21809.979117340205
103100.0,-24048.18165358703,168561.8783948636,-127148.18165358703
144000.0,187410.32681364857,144457.35188942985,43410.32681364857
155200.0,143649.96383031772,144976.7362743454,-11550.03616968228
107300.0,130071.3348005675,109901.6647930309,22771.334800567507
261500.0,298002.3460926805,292795.85402220546,36502.34609268053
108800.0,80596.77576730786,102947.96488881821,-28203.22423269214
307200.0,253978.64156071516,286638.0816075632,-53221.35843928484
142400.0,152914.16010541568,158025.38419127412,10514.160105415678
224200.0,214758.78794363592,210769.6523944701,-9441.212056364078
163500.0,164168.26187319218,149617.57337355742,668.261873192183
68300.0,69127.41610125103,73284.04056089785,827.4161012510303
345500.0,304617.8671504803,317878.80118749384,-40882.13284951972
250000.0,186669.21419837815,193662.57819939658,-63330.78580162185
205600.0,159196.24366630602,182468.7163031232,-46403.75633369398
392800.0,285164.9156454711,296444.39127045847,-107635.08435452892
358000.0,297409.14932413807,310413.00073433795,-60590.85067586193
306700.0,345250.26748660125,347328.5225836355,38550.26748660125
165600.0,123054.91289652514,116748.14706625324,-42545.087103474856
175000.0,253342.66512385465,265566.490019895,78342.66512385465
416500.0,330780.1419389063,347634.58986995637,-85719.85806109372
217100.0,188775.4724360083,189095.15391020058,-28324.527563991694
328800.0,339556.8169215709,331003.98178567237,10756.81692157092
67200.0,61971.72485175081,60228.45977593784,-5228.275148249188
217600.0,209873.74120539313,201962.68426809087,-7726.258794606867
375000.0,240133.68786135106,275246.4455338931,-134866.31213864894
150300.0,208823.10217041447,216767.75294426046,58523.102170414466
236100.0,179128.49059593305,178432.99875340864,-56971.50940406695
215400.0,247257.28604178532,241119.5185866889,31857.286041785323
225800.0,223755.99449588725,206336.844026523,-2044.005504112749
220200.0,268695.13494509406,284920.83780254296,48495.13494509406
94200.0,25440.849013902392,80225.58065471707,-68759.15098609761
113200.0,165280.83755511438,162978.52553191088,52080.83755511438
150100.0,155918.1353573792,153199.0614027734,5818.135357379186
38800.0,12277.929782841617,49394.45018674423,-26522.070217158383
230200.0,269725.77926234866,270884.3277018878,39525.77926234866
165400.0,116158.48808315965,140299.312392369,-49241.51191684035
89600.0,103926.41877486026,108171.16267576267,14326.418774860256
185100.0,252601.25213703077,247893.10196480728,67501.25213703077
76800.0,78263.79053615725,89946.76388263298,1463.7905361572484
349000.0,266781.267309995,283974.9478362696,-82218.73269000498
196400.0,235097.5138105689,252401.6364137419,38697.5138105689
92400.0,145133.317227829,58167.50241490785,52733.317227828986
362500.0,244728.70277997947,276990.78435119905,-117771.29722002053
78800.0,57286.42137683477,82641.39149369884,-21513.57862316523
252000.0,261195.1062173656,234109.09365517076,9195.106217365596
182100.0,174946.47054475846,169203.6543788656,-7153.5294552415435
83300.0,52490.03903548574,106857.1497137339,-30809.960964514263
305800.0,300756.79974928277,310133.44517811784,-5043.200250717229
109700.0,148093.6387912211,134184.85829022437,38393.63879122111
116700.0,92096.0700468866,92241.88218029325,-24603.929953113402
244800.0,292045.20507456106,301116.11104733835,47245.20507456106
110100.0,51499.27734972627,88474.75242459028,-58600.72265027373
92500.0,109223.61589381543,101815.27055188498,16723.615893815426
254900.0,281094.80819252017,258880.0874043984,26194.80819252017
262500.0,180032.37574014356,180627.4707960987,-82467.62425985644
93200.0,64880.05636673111,52486.02380141479,-28319.943633268893
158700.0,171202.68501083076,160944.58503428483,12502.685010830755
308300.0,252247.69749573892,266135.3211247465,-56052.30250426108
80400.0,114913.92927937242,97323.41837153438,34513.929279372416
157500.0,240557.40125910687,218193.1267685106,83057.40125910687
386800.0,280536.09696953534,254199.97892634035,-106263.90303046466
67000.0,102796.11485987424,46603.79818865482,35796.114859874244
84400.0,107321.37484398797,96121.28447916094,22921.37484398797
151400.0,179051.01306804823,144722.78491380007,27651.013068048225
145200.0,166861.00217459578,139062.90588589956,21661.00217459578
81000.0,76518.15614645116,91493.51473987279,-4481.8438535488385
207300.0,259523.8463031535,231876.18514806195,52223.84630315349
361300.0,279090.8596631807,279745.6826307278,-82209.14033681928
158200.0,186065.13774205846,159780.75952216485,27865.13774205846
92600.0,128102.10373844084,129077.16768811128,35502.10373844084
43300.0,45504.90031057631,78436.23675592238,2204.9003105763113
113600.0,68473.78293372755,125701.08484580886,-45126.21706627245
335500.0,360006.33980771364,392729.1599285398,24506.339807713637
298400.0,235559.03056501452,251826.215346613,-62840.96943498548
95500.0,99263.98436030564,101435.0091421638,3763.984360305636
91700.0,151763.28915768373,135803.66552883876,60063.28915768373
189200.0,168383.35131294152,159195.2197254507,-20816.648687058478
213100.0,253415.99351616274,233900.03490646143,40315.993516162736
112500.0,74525.09722340807,95816.93837014693,-37974.90277659193
100000.0,137634.7812735347,134632.3016649744,37634.781273534696
176000.0,226719.23777800353,208656.1102262646,50719.23777800353
155500.0,189792.17079880563,180982.384855387,34292.17079880563
26900.0,120094.28392548456,68202.78747668464,93194.28392548456
223900.0,279088.7099953283,299610.5216338538,55188.709995328274
121200.0,106264.52110423743,109939.47995986536,-14935.478895762571
500000.0,282519.242845078,325548.9817626817,-217480.757154922
201700.0,234840.44146778094,244816.8500774666,33140.44146778094
192200.0,212953.66446541238,193497.96508525495,20753.66446541238
188500.0,262561.4514234087,278013.0090383516,74061.4514234087
367400.0,247334.11661969745,257630.50737828406,-120065.88338030255
240100.0,255501.37984679517,250800.6392713,15401.379846795171
167300.0,165665.27680365578,177210.26008565468,-1634.7231963442173
170200.0,163189.78069344937,155708.60592643952,-7010.219306550629
188900.0,258519.98906506773,264083.77723390283,69619.98906506773
54300.0,108557.85797722156,105978.15104453327,54257.85797722156
180200.0,194987.17142313588,179841.9434525831,14787.171423135878
79700.0,148856.56877821253,104129.489713512,69156.56877821253
343300.0,360040.2633023395,352364.26541130606,16740.263302339474
87500.0,129132.08043721685,121515.04318344216,41632.08043721685
72800.0,90545.62800405615,76208.52726942347,17745.628004056154
292200.0,287151.61651075666,328187.8568246792,-5048.383489243337
324600.0,318688.7633103031,326375.5172739256,-5911.236689696903
262500.0,307639.4025575754,312466.0412491416,45139.40255757538
185000.0,262801.75787924184,248650.15620931634,77801.75787924184
61100.0,131059.25496876813,73388.57839112237,69959.25496876813
57800.0,2882.477869989816,74393.86913783087,-54917.522130010184
193800.0,232682.30506180646,206011.75477045332,38882.30506180646
165600.0,207035.15784318332,191531.04763159764,41435.15784318332
113900.0,166124.86222932342,126196.5877895355,52224.86222932342
98500.0,146835.07154878514,128184.35762971154,48335.07154878514
165800.0,130794.81457093472,133376.0565126087,-35005.185429065285
122400.0,128697.50011080732,137632.17238211675,6297.500110807319
60300.0,55572.07644581891,67738.0251249702,-4727.923554181092
171400.0,156844.15200333507,121298.99815235572,-14555.847996664932
139600.0,138367.24485745654,121058.14399292247,-1232.755142543465
340500.0,236600.83046706134,269218.90908493544,-103899.16953293866
129900.0,162179.35087163997,149484.65168925992,32279.350871639966
186700.0,191242.71676443957,211407.52634165486,4542.716764439567
85000.0,91727.11454008488,98251.72321169492,6727.114540084876
169800.0,220905.8416855513,194983.2698696007,51105.841685551306
73700.0,67856.96172263124,72301.0370005981,-5843.03827736876
293500.0,346871.88897283445,373185.59772009053,53371.88897283445
234500.0,249220.33863684046,261291.97952630217,14720.33863684046
160100.0,121164.4938944994,139163.67036589087,-38935.50610550059
74900.0,83485.74907843843,60606.53351598121,8585.749078438428
248900.0,206906.89494688765,226765.44439751474,-41993.10505311235
125000.0,91898.66922783297,75102.23660645467,-33101.33077216703
287100.0,277914.65397038544,276490.8760823038,-9185.346029614564
356300.0,302782.8685114732,329056.0776507534,-53517.13148852682
57400.0,61078.740615975956,72364.25422145735,3678.7406159759557
331300.0,242410.2624351363,263743.0698222271,-88889.7375648637
153100.0,117917.70319819592,87616.28046510942,-35182.296801804085
68300.0,61463.63264505475,80746.59400294712,-6836.367354945251
305600.0,276489.01980002376,254582.45988049102,-29110.980199976242
355300.0,315272.53719882114,323910.6424349651,-40027.46280117886
109600.0,167919.2065991704,136195.419901397,58319.2065991704
49400.0,18661.590975467,52667.69749644221,-30738.409024533
171000.0,200686.65268953046,178275.3724528806,29686.652689530456
300000.0,187656.57259304373,142729.99123008543,-112343.42740695627
137200.0,190937.77475527962,180011.40431379084,53737.77475527962
256200.0,246946.4923666687,171841.3771509998,-9253.50763333129
207100.0,203238.280408689,220466.1953041882,-3861.7195913110045
191700.0,173005.2893975132,175439.98649918937,-18694.710602486797
147800.0,85310.70874512948,114818.31688343876,-62489.29125487052
136700.0,144655.46552675986,116818.95317793882,7955.465526759857
251400.0,283859.85421135626,293587.52071054565,32459.854211356258
87500.0,211979.3260079744,111946.27802346341,124479.32600797439
58900.0,13520.622910936247,76113.88853754508,-45379.37708906375
246900.0,202409.0754971673,250527.80193788512,-44490.9245028327
96200.0,121230.68759170115,125656.69880660897,25030.68759170115
172100.0,188583.77095124504,189643.97203799553,16483.77095124504
194300.0,181498.92942180682,182882.6164515489,-12801.070578193176
187800.0,279470.91581696284,268440.9591033531,91670.91581696284
221900.0,156426.34317155695,177197.4772082869,-65473.656828443054
75300.0,71641.00685405175,95117.44379141027,-3658.993145948247
261100.0,258701.2918014487,227426.22403077385,-2398.7081985512923
146700.0,148084.4902103601,131130.7033096407,1384.4902103600907
374200.0,360806.3874951933,373733.53006782953,-13393.612504806719
128800.0,117911.51920243174,114186.52463241827,-10888.480797568263
238300.0,222654.95705428012,227028.968836398,-15645.042945719877
148800.0,117626.94484299896,134371.95055888905,-31173.055157001043
206300.0,160190.3717123175,136990.48072783096,-46109.62828768251
320800.0,213183.8771561299,198530.3438661509,-107616.12284387011
492000.0,405312.6955119481,472435.6046686912,-86687.30448805192
